Form,Temper,tensile_strength,thermal_conductivity,Cu,Pb,Zn,Fe,P,Ag,As,O,Sb,Te,Ni,Bi,Cd,sn,S,Mn,Zr,Mg,Co,Al,Be,Cr,Si,Ti,Ca,Li,B,C
wire,As Hot Extruded,96,204,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Annealed,81,204,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
wire,Annealed,98,204,99.52,0.01,0,0.01,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0
bar,Annealed,70,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,As Hot Extruded,76,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,As Hot Extruded,89,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,84,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,80,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Extra Spring,90,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
rod,Hard,83,186,98.77,0.01,0,0.01,0,0,0,0.555,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0
products,Noal Grain Size 0.025 mm,72,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,60,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,35,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,64,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flat products & wire,1/2 Hard,80,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"flat products, rod & bar",Hard,73,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,58,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,73,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard Drawn,35,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard Drawn,70,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Noal Grain Size 0.025 mm,100,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Spring,88,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Hard,38,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,Extra Hard,80,208,99.03,0,0,0.02,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bar,Extra Spring,56,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,69,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Spring,76,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Extra Hard,66,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard,73,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Nominal Grain Size 0.050 mm,77,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Hard,65,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rod,Noal Grain Size 0.025 mm,40,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/2 Hard and Precipitation Heat Treated,95,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wire,1/4 Hard and Precipitation Heat Treated,42,146,98.53,0,0,0.02,0,0,0,0,0,0,0,0,0.8,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,Hard and Precipitation Heat Treated,182,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",172,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",190,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - 1/2 Hard",105,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM - Hard",128,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,"Mill-hardened Temper, TM -XHM - Extra Hard",115,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Precipitation Hardened,142,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated,168,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,165,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/4 Hard,70,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,92,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,80,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,110,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,178,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,183,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,188,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,105,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,112,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,100,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
shapes,1/2 Hard and Precipitation Heat Treated,85,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
shapes,Hard and Precipitation Heat Treated,120,62,97.675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.725,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,195,62,97.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,195,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Precipitation Hardened,190,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,200,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,182,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,68,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,100,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,112,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,1/4 Hard and Precipitation Heat Treated,200,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,3/4 Hard and Precipitation Heat Treated,190,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,210,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Precipitation Hardened,212,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated,178,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 1/2 Hard,68,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 1/4 Hard,122,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: 3/4 Hard,102,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,Solution Heat Treated and Cold Worked: Hard,142,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
wire,1/2 Hard and Precipitation Heat Treated,152,62,97.3,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,1.9,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,105,120,98.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.2,0.325,0,0.2,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,120,120,98.6,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.475,0.2,0.325,0,0.2,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,100,128,97.475,0,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,100,128,97.475,0,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,100,128,97.175,0.4,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,100,128,97.175,0.4,0,0.2,0,0,0,0,0,0,0.75,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0,0,0,0,0,0
products,1/2 Hard and Precipitation Heat Treated,130,128,97.625,0,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,130,128,97.625,0,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
rod,1/2 Hard and Precipitation Heat Treated,130,128,97.225,0.4,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
wire,Hard and Precipitation Heat Treated,130,128,97.225,0.4,0,0.2,0,0,0,0,0,0,0.7,0,0,0.25,0,0,0.5,0,0,0.2,0.325,0,0.2,0,0,0,0,0
products,Precipitation Hardened,110,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated,100,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,35,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,68,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Precipitation Hardened,70,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,115,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,42,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Precipitation Hardened,115,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,110,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,45,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,72,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Precipitation Hardened,110,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Solution Heat Treated,100,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,Solution Heat Treated and Cold Worked: Hard,35,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
tube,1/2 Hard and Precipitation Heat Treated,65,120,96.4,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.55,0.2,0.55,0,0.2,0,0,0,0,0
products,Precipitation Hardened,115,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated,115,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: 1/2 Hard,110,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated and Cold Worked: Hard,45,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Precipitation Hardened,68,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Solution Heat Treated,78,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,115,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,42,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Solution Heat Treated,115,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Solution Heat Treated and Cold Worked: Hard,110,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,45,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
rod,Hard and Precipitation Heat Treated,72,120,98.8,0,0,0.1,0,0,0,0,0,0,1.8,0,0,0,0,0,0,0,0.3,0.2,0.4,0,0.2,0,0,0,0,0
products,Hard and Precipitation Heat Treated,115,90,96.45,0,0,0.2,0,0,0,0,0,0,2.25,0,0,0,0,0,0,0,0,0.6,0.3,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
forgings,Hard and Precipitation Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Hard and Precipitation Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Hard and Precipitation Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Precipitation Hardened,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",Solution Heat Treated,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
"sheet, strip, roller bar & plate",1/2 Hard,120,135,95.95,0,0,0.2,0,0,0,0,0,0,1.55,0,0,0,0,0,0,0,1.55,0,0.55,0,0.2,0,0,0,0,0
products,Hard,58,191,99.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0.2,0.05,0,0,0,0,0
products,Hard,64,191,99.4,0,0.2,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
products,1/2 Hard,79,180,99.425,0,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.02,0,0,0,0.25,0.005,0,0,0,0,0
products,1/2 Hard,78,174,99.1,0,0.275,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.275,0.05,0,0,0,0,0
strip,"Mill-hardened Temper, TM - Hard",64,179,99.36,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0.08,0.08,0,0,0.3,0.08,0,0,0,0,0
products,"Mill-hardened Temper, TM - XHMS Spring",76,185,98.65,0,0,0.11,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.08,0,0,0,0
products,1/2 Hard,83,185,98.65,0,0,0.11,0,0.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.555,0.08,0,0,0,0
products,Hard,80,133,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Soft Anneal,90,133,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Spring,60,133,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Hard,100,133,96,0,0,0,0,0,0,0,0,0,0.75,0,0,0.85,0,0,0,0,0,0,0,0.6,0,0.475,0,0,0,0
products,Hard,67,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
products,Hard,72,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,72,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,85,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,70,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,73,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,Hard,80,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
wire,1/2 Hard and Spinodal Hardened (1/2 TS),75,187,98.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.045,0,0,0,0.8,0,0,0,0,0,0
products,Precipitation Heat Treated or Spinodal Heat Treated and 1/2 Hard,62,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Solution Heat Treated,68,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Spinodal Hardened-Low Strength (ATLS),32,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,3/4 Hard and Spinodal Hardened (3/4 TS),54,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Hard and Spinodal Hardened,61,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Hard,62,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Precipitation Heat Treated or Spinodal Heat Treated and Spring,69,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
rod,Extra Spring and Spinodal Hardened,71,210,99.2,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0
products,Hard,57,210,99.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.3,0.225,0,0,0,0,0
products,Spring,71,210,99.325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0,0.3,0.225,0,0,0,0,0
products,"Precipitation or Spinodal Heat-treated, 1/4 Hard and Thermal Stress Relieved",90,192,99.254,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0.1,0.026,0,0.1,0,0.3,0.02,0,0,0,0,0
