name,inventory,price,price_correspondance,collection,item_url
"BROWN MEDIUM GRAIN RICE, SUN RICE, 1 KG",9,$3.99,'/products/brown-medium-grain-rice-sun-rice-1-kg',brown-rice,https://www.ajijo.com.au/collections/brown-rice/products/brown-medium-grain-rice-sun-rice-1-kg
"BROWN LONG GRAIN RICE, SUN RICE, 1 KG",9,$3.99,'/products/brown-long-grain-rice',brown-rice,https://www.ajijo.com.au/collections/brown-rice/products/brown-long-grain-rice
UNSALTED BUTTER WESTERN STAR 250G,-99,$4.75,'/products/unsalted-butter-western-star-250g',butter-cheese,https://www.ajijo.com.au/collections/butter-cheese/products/unsalted-butter-western-star-250g
SALTED BUTTER 250G WESTERN STAR,-199,$4.75,'/products/salted-butter-250g-western-star',butter-cheese,https://www.ajijo.com.au/collections/butter-cheese/products/salted-butter-250g-western-star
COON SHRED CHEESE TASTY 250G,-99,$6.50,'/products/coon-shred-tasty-200gm',butter-cheese,https://www.ajijo.com.au/collections/butter-cheese/products/coon-shred-tasty-200gm
"RED COCKTAIL ONION, ROSELLA, 150G",8,$2.55,'/products/red-cocktail-onion-rosella-150g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/red-cocktail-onion-rosella-150g
"BUTTER BEANS, ANNALISA, 400G",10,$1.55,'/products/butter-beans-annalisa-240g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/butter-beans-annalisa-240g
"CREAMED CORN, BLACK & GOLD, 400G",8,$1.05,'/products/creamed-corn-black-gold-400g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/creamed-corn-black-gold-400g
"BABY PEAS & CORN, EDGELL, 420G",8,$2.25,'/products/baby-peas-corn-edgell-420g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/baby-peas-corn-edgell-420g
"Mixed Veg, Edgell, 420g",8,$2.75,'/products/edgell-mixed-veg-420g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/edgell-mixed-veg-420g
"Corn Kernel Whole, Edgell, 420g",8,$2.25,'/products/edgell-corn-kernel-whole-420g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/edgell-corn-kernel-whole-420g
Edgell Brown Lentils 400g,10,$2.05,'/products/edgell-lentils-brown-400g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/edgell-lentils-brown-400g
"Annalisa Lentils, 400g",6,$1.50,'/products/annalisa-lentils-400g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/annalisa-lentils-400g
"CHICK PEAS, ANNALISA, 400G",9,$2.00,'/products/annalisa-chickpeas-400g',canned-beans-lentils,https://www.ajijo.com.au/collections/canned-beans-lentils/products/annalisa-chickpeas-400g
Monika Shrimp Fry 340g,6,$4.50,'/products/shrimp-fry-monika-340g',canned-fish,https://www.ajijo.com.au/collections/canned-fish/products/shrimp-fry-monika-340g
"777 MACKEREL IN TOMATO SAUCE, 400g",10,$5.75,'/products/mackerel-in-tomato-sauce',canned-fish,https://www.ajijo.com.au/collections/canned-fish/products/mackerel-in-tomato-sauce
777 MACKEREL IN SALTED OIL 400g,15,$5.75,'/products/mackeral-in-salted-oil',canned-fish,https://www.ajijo.com.au/collections/canned-fish/products/mackeral-in-salted-oil
Monika Salted Anchovies 340g,6,$4.35,'/products/salted-anchovies-monika',canned-fish,https://www.ajijo.com.au/collections/canned-fish/products/salted-anchovies-monika
"ALPHONSO MANGO PULP, INDYA, 800G",10,$5.99,'/products/alphonso-mango-pulp-indya',canned-fruits,https://www.ajijo.com.au/collections/canned-fruits/products/alphonso-mango-pulp-indya
"ADMIRAL MANDARIN SEGMENTS IN SYRUP, 310G",-199,$1.55,'/products/admiral-mandarin-segments-in-juice',canned-fruits,https://www.ajijo.com.au/collections/canned-fruits/products/admiral-mandarin-segments-in-juice
ALPHONSO MANGO PULP 850 GM UTTAM,-199,$5.50,'/products/alphonso-mango-pulp-850-gm-uttam',canned-fruits,https://www.ajijo.com.au/collections/canned-fruits/products/alphonso-mango-pulp-850-gm-uttam
HALEEM RTE MITCHELLS 440G,-199,$4.50,'/products/haleem-rte-mitchells-440g',canned-haleem,https://www.ajijo.com.au/collections/canned-haleem/products/haleem-rte-mitchells-440g
"CORNED MUTTON HALAL,SALISBURY, 326G",5,$6.99,'/products/salisbury-corned-mutton-halal-326g',canned-meat,https://www.ajijo.com.au/collections/canned-meat/products/salisbury-corned-mutton-halal-326g
"GULAB JAMUN BOX, 1KG",6,$12.00,'/products/gulab-jamun-box-1kg',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/gulab-jamun-box-1kg
"CHAM CHAM, BIKAJI, 1KG",6,$7.50,'/products/cham-cham-bikaji-1kg',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/cham-cham-bikaji-1kg
Bikaji Rasgulla 1kg,8,$7.50,'/products/bikaji-rasgulla-1kg',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/bikaji-rasgulla-1kg
Bikaji Rasmalai 1kg,8,$7.50,'/products/rasmalai-bikaji-1kg',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/rasmalai-bikaji-1kg
GRB Gulab Jamun 1kg,-199,$6.95,'/products/gulab-jamun-canned-grb-1kg',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/gulab-jamun-canned-grb-1kg
Bikaji Gulab Jamun 1kg,2,$7.50,'/products/gulab-jamun-1kg-bika-ji',canned-sweets,https://www.ajijo.com.au/collections/canned-sweets/products/gulab-jamun-1kg-bika-ji
Mitchell's Tomato Puree 450g,-199,$2.99,'/products/tomato-puree-mitchells',canned-tomato,https://www.ajijo.com.au/collections/canned-tomato/products/tomato-puree-mitchells
TOMATO PUREE MAHARAJA CHOICE 3KG,-199,$10.50,'/products/tomato-puree-mc-3kg',canned-tomato,https://www.ajijo.com.au/collections/canned-tomato/products/tomato-puree-mc-3kg
TOMATO PASTE MAHARAJA CHOICE 3KG,2,$10.50,'/products/tomato-paste-mc-3kg',canned-tomato,https://www.ajijo.com.au/collections/canned-tomato/products/tomato-paste-mc-3kg
ANNALISA TOMATO DICED 800G,-199,$3.50,'/products/tomato-diced-annalisa-800g',canned-tomato,https://www.ajijo.com.au/collections/canned-tomato/products/tomato-diced-annalisa-800g
TOMATO CRUSHED MAHARAJA CHOICE 3KG,-99,$10.50,'/products/tomato-crushed-mc-3kg',canned-tomato,https://www.ajijo.com.au/collections/canned-tomato/products/tomato-crushed-mc-3kg
WHISKAS TRIO MIX,-99,$10.99,'/products/whiskas-trio-mix',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/whiskas-trio-mix
WHISKAS TRIO FISH,-99,$10.99,'/products/whiskas-trio-fish',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/whiskas-trio-fish
WHISKAS MEAT WITH VEG,-99,$10.99,'/products/whiskas-meat-with-veg',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/whiskas-meat-with-veg
SEAFOOD PLATTER CATFOOD,-99,$2.25,'/products/seafood-platter-catfood',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/seafood-platter-catfood
SARDINE & PRAWN FLAVOUR WHISKAS 1KG,-99,$6.50,'/products/sardine-prawn-flavour-whiskas-1kg',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/sardine-prawn-flavour-whiskas-1kg
BEEF & LAMB FLAVOUR WHISKAS 1KG,-99,$6.50,'/products/beef-lamb-flavour-whiskas-1kg',cat-foods,https://www.ajijo.com.au/collections/cat-foods/products/beef-lamb-flavour-whiskas-1kg
"MOMO MASALA, CENTURY",-99,$1.99,'/products/momo-masala-century',century,https://www.ajijo.com.au/collections/century/products/momo-masala-century
"MEAT MASALA, CENTURY",-99,$1.99,'/products/meat-masala-century',century,https://www.ajijo.com.au/collections/century/products/meat-masala-century
"GARAM MASALA, CENTURY 50G",-99,$1.99,'/products/garam-masala-century-50g',century,https://www.ajijo.com.au/collections/century/products/garam-masala-century-50g
"CURRY POWDER, CENTURY",-99,$1.99,'/products/curry-powder-century',century,https://www.ajijo.com.au/collections/century/products/curry-powder-century
"CHICKEN MASALA, CENTURY",-99,$1.99,'/products/chicken-masala-century',century,https://www.ajijo.com.au/collections/century/products/chicken-masala-century
RUMALI ROTI 400G,-99,$4.50,'/products/rumali-roti-400g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/rumali-roti-400g
PLAIN NAAN MC 280G,-99,$4.25,'/products/plain-naan-mc-280g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/plain-naan-mc-280g
MISSI ROTI  400G,-99,$4.50,'/products/missi-roti-400g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/missi-roti-400g
METHI ROTI 400G,-99,$4.00,'/products/methi-roti-400g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/methi-roti-400g
MC PLAIN NAAN 4PCS,-99,$3.95,'/products/mc-plain-naan-4pcs',chapatti,https://www.ajijo.com.au/collections/chapatti/products/mc-plain-naan-4pcs
MASTER WHOLEMEAL ROTI 500G,-99,$4.00,'/products/master-wholemeal-roti-500g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/master-wholemeal-roti-500g
MASTER MULTIGRAIN ROTI 400G,-99,$4.00,'/products/master-multigrain-roti-400g',chapatti,https://www.ajijo.com.au/collections/chapatti/products/master-multigrain-roti-400g
GARLIC ROTI 400GR,-99,$4.50,'/products/garlic-roti-400gr',chapatti,https://www.ajijo.com.au/collections/chapatti/products/garlic-roti-400gr
SWAADH ROTI HIGH FIBRE 10PK,-99,$4.00,'/products/swaadh-roti-high-fibre-10pk',chapatti,https://www.ajijo.com.au/collections/chapatti/products/swaadh-roti-high-fibre-10pk
"RED CHILLI SAUCE, CHING'S 200G",-199,$2.99,'/products/chings-red-chilli-sauce-200g',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/chings-red-chilli-sauce-200g
"GREEN CHILLI SAUCE, CHING'S 190G",-199,$3.50,'/products/chings-green-chilli-sauce-190g',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/chings-green-chilli-sauce-190g
"GREEN CHILLI SAUCE, MITCHELL'S  800G",6,$4.45,'/products/mitchells-green-chilli-sauce',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/mitchells-green-chilli-sauce
MITCHELLS CHILLI GARLIC SAUCE 825G,-199,$4.99,'/products/mitchells-chilli-garlic-sauce',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/mitchells-chilli-garlic-sauce
MASALA CHILLI PATTU 500G,5,$4.25,'/products/masala-chilli-pattu-500g',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/masala-chilli-pattu-500g
HOT & SWEET SAUCE 500G PATTU,6,$4.25,'/products/hot-sweet-sauce-500g-pattu',chilli-sauce,https://www.ajijo.com.au/collections/chilli-sauce/products/hot-sweet-sauce-500g-pattu
"KINDER CHOCOLATE, SNACK BAR, 21G",20,$1.25,'/products/kinder-chocolate-snack-bar-21g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/kinder-chocolate-snack-bar-21g
"CURLY WURLY, CADBURY, 26G",15,$1.00,'/products/curly-wurly-cadbury-26g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/curly-wurly-cadbury-26g
"STRAWBERRY BUBBLE GUM, HUBBA BUBBA, 35G",10,$1.50,'/products/strawberry-bubble-gum-hubba-bubba-35g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/strawberry-bubble-gum-hubba-bubba-35g
"GRAPE BUBBLE GUM, HUBBA BUBBA, 35G",10,$1.50,'/products/grape-bubble-gum-hubba-bubba-35g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/grape-bubble-gum-hubba-bubba-35g
"GRAPE BUBBLE TAPE, HUBBA BUBBA, 180CM",7,$2.50,'/products/grape-bubble-tape-hubba-bubba-180cm',chocolate,https://www.ajijo.com.au/collections/chocolate/products/grape-bubble-tape-hubba-bubba-180cm
"STRAWBERRY BUBBLE TAPE, HUBBA BUBBA, 180CM",7,$2.50,'/products/strawberry-bubble-tape-hubba-bubba-180cm',chocolate,https://www.ajijo.com.au/collections/chocolate/products/strawberry-bubble-tape-hubba-bubba-180cm
"CRISPY M & M’S, 145G",10,$4.00,'/products/crispy-m-m-s-145g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/crispy-m-m-s-145g
"CARAMEL CHOMP, 30G",15,$1.00,'/products/caramel-chomp-30g',chocolate,https://www.ajijo.com.au/collections/chocolate/products/caramel-chomp-30g
PICNIC CHCOLATE KING SIZE,-99,$3.50,'/products/picnic-chcolate-king-size',chocolate,https://www.ajijo.com.au/collections/chocolate/products/picnic-chcolate-king-size
"CADBURY DAIRY MILK FRUIT & NUT, 150G",6,$4.75,'/products/cadbury-dairy-milk-fruit-nut-150g',chocolate-block,https://www.ajijo.com.au/collections/chocolate-block/products/cadbury-dairy-milk-fruit-nut-150g
CADBURY DAIRY MILK SNACK 148G,6,$4.75,'/products/cadbury-dairy-milk-snack-148g',chocolate-block,https://www.ajijo.com.au/collections/chocolate-block/products/cadbury-dairy-milk-snack-148g
CADBURY DAIRY MILK TOP DECK 180g,-99,$5.50,'/products/cadbury-dairy-milk-top-deck-180g',chocolate-block,https://www.ajijo.com.au/collections/chocolate-block/products/cadbury-dairy-milk-top-deck-180g
CADBURY DAIRY MILK SNACK 180g,-99,$5.50,'/products/cadbury-dairy-milk-snack-180g',chocolate-block,https://www.ajijo.com.au/collections/chocolate-block/products/cadbury-dairy-milk-snack-180g
"SAMOSA CHUTNEY, SABRINI, 360G",6,$3.99,'/products/samosa-chutney-sabrini-360g',chutney,https://www.ajijo.com.au/collections/chutney/products/samosa-chutney-sabrini-360g
"SALSA DIP MEDIUM , LA COSTEÑA, 453G",6,$3.99,'/products/salsa-dip-la-costena-453g',chutney,https://www.ajijo.com.au/collections/chutney/products/salsa-dip-la-costena-453g
"PANIPURI CONCENTRATE, PATTU, 360G",1,$3.99,'/products/panipuri-concentrate-pattu-360g',chutney,https://www.ajijo.com.au/collections/chutney/products/panipuri-concentrate-pattu-360g
"SANDWICH CHUTNEY, ASHOKA, 285G",9,$4.50,'/products/sandwich-chutney-ashoka-285g',chutney,https://www.ajijo.com.au/collections/chutney/products/sandwich-chutney-ashoka-285g
"PANIPURI CONCENTRATE, ASHOKA, 285G",9,$4.50,'/products/panipuri-concentrate-ashoka-285g',chutney,https://www.ajijo.com.au/collections/chutney/products/panipuri-concentrate-ashoka-285g
"Tamarind Chutney, Pattu, 315g",6,$3.99,'/products/tamarind-chutney-pattu-315g',chutney,https://www.ajijo.com.au/collections/chutney/products/tamarind-chutney-pattu-315g
DELHI CHAT CHUTNEY PATTU 300G,-199,$4.50,'/products/delhi-chat-chutney-pattu-300g',chutney,https://www.ajijo.com.au/collections/chutney/products/delhi-chat-chutney-pattu-300g
Date & Tamarind Chutney Pattu 330g,8,$3.99,'/products/date-tamarind-chutney-pattu-330g',chutney,https://www.ajijo.com.au/collections/chutney/products/date-tamarind-chutney-pattu-330g
BOMBAY BHELPURI CHUTNEY PATTU 340g,10,$3.99,'/products/bombay-bhel-puri-chutney-pattu',chutney,https://www.ajijo.com.au/collections/chutney/products/bombay-bhel-puri-chutney-pattu
CHYAWANPRASH PATANJALI 1KG,-99,$12.95,'/products/chyawanprash-patanjali-1kg',chyawanprash,https://www.ajijo.com.au/collections/chyawanprash/products/chyawanprash-patanjali-1kg
CHYAWANPRASH DABUR 1KG,-99,$12.95,'/products/chyawanprash-dabur-1kg',chyawanprash,https://www.ajijo.com.au/collections/chyawanprash/products/chyawanprash-dabur-1kg
"JANMA GHUNTI, DABUR, 60ML",1,$2.80,'/products/janma-ghunti-dabur-60ml',chyawanprash,https://www.ajijo.com.au/collections/chyawanprash/products/janma-ghunti-dabur-60ml
COCONUT CHIPS UTTAM 200G,-199,$2.95,'/products/uttam-uttam-coconut-chips-200g',coconut-chips,https://www.ajijo.com.au/collections/coconut-chips/products/uttam-uttam-coconut-chips-200g
COCONUT CREAM MONIKA 400ML,15,$3.99,'/products/monika-coconut-cream-400ml',coconut-cream,https://www.ajijo.com.au/collections/coconut-cream/products/monika-coconut-cream-400ml
COCONUT CREAM KARA 400ML,-199,$4.50,'/products/coconut-cream-kara',coconut-cream,https://www.ajijo.com.au/collections/coconut-cream/products/coconut-cream-kara
COCONUT CREAM AYAM 270ML,-199,$2.99,'/products/coconut-cream-270ml-ayam',coconut-cream,https://www.ajijo.com.au/collections/coconut-cream/products/coconut-cream-270ml-ayam
"COCONUT DESSICATED FINE, PATTU 250G",10,$3.50,'/products/coconut-dessicated-fine-pattu-250g',coconut-desiccated,https://www.ajijo.com.au/collections/coconut-desiccated/products/coconut-dessicated-fine-pattu-250g
COCONUT DESSICATED UTTAM 200G,-199,$2.50,'/products/uttam-coconut-desicated',coconut-desiccated,https://www.ajijo.com.au/collections/coconut-desiccated/products/uttam-coconut-desicated
DESICCATED COCONUT B&G 500G,-199,$3.99,'/products/desiccated-coconut-b-g',coconut-desiccated,https://www.ajijo.com.au/collections/coconut-desiccated/products/desiccated-coconut-b-g
"DESICCATED COCONUT, MAHARAJAH’S CHOICE, 500G",4,$6.00,'/products/desiccated-coconut-500g-maharajis-choice',coconut-desiccated,https://www.ajijo.com.au/collections/coconut-desiccated/products/desiccated-coconut-500g-maharajis-choice
"COCONUT DESSICATED FINE, PATTU 500G",10,$6.50,'/products/coconut-dessicated-fine-500-gm',coconut-desiccated,https://www.ajijo.com.au/collections/coconut-desiccated/products/coconut-dessicated-fine-500-gm
COCONUT MILK MONIKA 400ML,-199,$3.99,'/products/coconut-milk-400ml-monika',coconut-milk,https://www.ajijo.com.au/collections/coconut-milk/products/coconut-milk-400ml-monika
COCONUT MILK AYAM 270ML,-199,$2.99,'/products/coconut-milk-270ml-ayam',coconut-milk,https://www.ajijo.com.au/collections/coconut-milk/products/coconut-milk-270ml-ayam
COCONUT MILK POWDER AYAM 150G,-199,$4.45,'/products/coconut-milk-powder-150g-ayam',coconut-milk-powder,https://www.ajijo.com.au/collections/coconut-milk-powder/products/coconut-milk-powder-150g-ayam
COCONUT SHREDDED UTTAM 200G,-199,$2.75,'/products/uttam-uttam-coconut-shredded',coconut-shredded,https://www.ajijo.com.au/collections/coconut-shredded/products/uttam-uttam-coconut-shredded
"THREADED COCONUT, MAHARAJAH’S CHOICE, 500G",4,$6.99,'/products/threaded-coconut-500g-maharajis-choice',coconut-shredded,https://www.ajijo.com.au/collections/coconut-shredded/products/threaded-coconut-500g-maharajis-choice
COCONUT WHOLE 1PC (150G-200G) UTTAM,8,$4.00,'/products/coconut-whole-1pc-150g-200g-uttam',coconut-whole,https://www.ajijo.com.au/collections/coconut-whole/products/coconut-whole-1pc-150g-200g-uttam
YELLOW HERBAL HOLI COLOR 100G,-99,$2.00,'/products/yellow-herbal-holi-color-100g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/yellow-herbal-holi-color-100g
RANGOLI COLOUR WHITE 200G,-99,$2.50,'/products/rangoli-colour-white-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/rangoli-colour-white-200g
RANGOLI COLOUR RED 200G,-99,$2.50,'/products/rangoli-colour-red-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/rangoli-colour-red-200g
RANGOLI COLOUR ORANGE 200G,-99,$2.50,'/products/rangoli-colour-orange-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/rangoli-colour-orange-200g
RANGOLI COLOUR GREEN 200G,-99,$2.50,'/products/rangoli-colour-green-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/rangoli-colour-green-200g
RANGOLI COLOUR BLUE 200G,-99,$2.50,'/products/rangoli-colour-blue-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/rangoli-colour-blue-200g
HOLI COLOUR 200G,-99,$2.75,'/products/holi-colour-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/holi-colour-200g
HOLI COLOUR 100G,-99,$2.00,'/products/holi-colour-100g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/holi-colour-100g
HOLI  COLOURS PINK 200G,-99,$3.00,'/products/holi-colours-pink-200g',colour-gulal,https://www.ajijo.com.au/collections/colour-gulal/products/holi-colours-pink-200g
